,Bowler,Matches,Runs,4,6,Wickets,Overs,balls
2431,S Nitschke,6,131,5,0,5,22.5,137.0
2432,KE Pike,2,63,7,0,0,4.4,28.0
2433,CM Wright,9,260,28,5,12,57.1,343.0
2434,GA Rogers,5,185,17,8,5,26.4,160.0
2435,RM West,7,196,13,2,4,35.2,212.0
2436,WK McCallan,20,542,35,8,24,118.4,712.0
2437,PC Connell,10,315,39,7,13,50.5,305.0
2438,IT Guha,5,106,14,0,6,22.4,136.0
2439,MDT Kamini,1,30,1,1,0,1.0,6.0
2440,PJ Ongondo,24,701,83,16,31,153.3,921.0
2441,AC Botha,19,517,33,9,28,116.5,701.0
2442,AO Suji,4,63,6,1,1,8.2,50.0
2443,K Weeraratne,7,178,12,7,5,21.0,126.0
2444,EP Thompson,2,57,7,2,1,4.1,25.0
2445,MR Gillespie,39,1734,205,29,60,350.1,2101.0
2446,Abdur Rauf,7,473,61,3,14,105.4,634.0
2447,EC Rainsford,19,629,73,9,13,137.0,822.0
2448,S Matsikenyeri,14,143,6,1,6,26.2,158.0
2449,KM Dabengwa,26,652,43,17,15,116.0,696.0
2450,SHT Kandamby,9,170,8,5,2,28.4,172.0
2451,DE Bernard,16,537,58,5,14,121.5,731.0
2452,Raqibul Hasan,3,15,0,0,1,5.1,31.0
2453,BL Morgan,1,10,1,0,1,1.0,6.0
2454,LJ Poulton,1,17,2,0,0,0.3,3.0
2455,RL Bhudia,4,99,9,5,1,9.0,54.0
2456,JM How,2,4,0,0,0,1.1,7.0
2457,HMCM Bandara,27,1045,57,16,34,208.2,1250.0
2458,CK Langeveldt,64,2443,246,59,104,470.1,2821.0
2459,SI Mahmood,28,1167,138,19,41,219.2,1316.0
2460,F de Wet,2,171,21,0,7,36.1,217.0
2461,Danish Kaneria,12,1703,163,27,47,420.0,2520.0
2462,NT Paranavitana,6,86,9,2,1,12.5,77.0
2463,SM Warnapura,1,40,3,0,0,1.3,9.0
2464,U Bhatti,13,354,45,7,13,84.3,507.0
2465,E Katchay,1,23,2,1,1,0.3,3.0
2466,S Dhaniram,13,430,29,8,24,96.2,578.0
2467,Dawlat Ahmadzai,2,60,9,1,2,3.1,19.0
2468,Hasti Gul,1,46,8,0,2,1.5,11.0
2469,Khaliq Dad,1,25,3,0,2,1.0,6.0
2470,Kamran Khan,9,228,25,10,14,27.0,162.0
2471,T Henderson,3,71,9,1,1,6.4,40.0
2472,AM Salvi,7,190,18,7,7,24.2,146.0
2473,RR Bose,1,24,5,0,0,0.2,2.0
2474,Shoaib Ahmed,7,151,14,7,5,14.4,88.0
2475,K Goel,6,92,9,2,0,9.3,57.0
2476,WA Mota,7,94,4,5,4,11.4,70.0
2477,S Tyagi,19,444,56,15,10,65.2,392.0
2478,AS Raut,5,44,4,1,0,4.1,25.0
2479,D du Preez,2,55,6,1,4,3.5,23.0
2480,LA Carseldine,1,5,1,0,1,0.2,2.0
2481,C Nanda,3,55,1,2,2,5.0,30.0
2482,SS Sarkar,2,34,4,0,1,3.2,20.0
2483,AM Rahane,1,5,0,0,1,0.1,1.0
2484,RA Shaikh,1,11,2,0,0,0.1,1.0
2485,Jaskaran Singh,7,162,23,4,6,16.0,96.0
2486,RA Austin,2,149,11,4,3,46.1,277.0
2487,NT Pascal,2,74,8,1,0,19.5,119.0
2488,RN Lewis,11,402,19,8,11,79.5,479.0
2489,GC Tonge,7,345,39,2,8,76.1,457.0
2490,DC Thomas,1,9,2,0,2,0.4,4.0
2491,DR Tuffey,25,1287,162,21,37,279.0,1674.0
2492,SE Bond,72,2512,294,32,124,566.5,3401.0
2493,AB Barath,1,4,0,0,0,0.1,1.0
2494,Imran Farhat,7,91,5,0,1,23.2,140.0
2495,G Dockrell,1,16,0,0,3,0.4,4.0
2496,Suhrawadi Shuvo,19,720,45,14,21,178.3,1071.0
2497,GA Lamb,21,663,51,13,22,154.2,926.0
2498,MH Yardy,40,1300,80,17,32,261.1,1567.0
2499,CR Smith,2,46,2,1,1,4.5,29.0
2500,DP David,2,34,2,0,1,3.4,22.0
2501,PY Lavine,2,32,5,0,0,2.2,14.0
2502,AL Watkins,2,41,2,0,3,5.0,30.0
2503,A Uniyal,2,64,6,3,3,3.0,18.0
2504,RS Gavaskar,1,8,1,0,0,0.1,1.0
2505,JM Kemp,25,334,28,8,14,66.2,398.0
2506,SJ Srivastava,14,409,50,13,15,47.4,286.0
2507,C Ganapathy,1,13,1,1,0,0.1,1.0
2508,MB Parmar,1,32,6,0,0,0.4,4.0
2509,SB Wagh,8,131,21,2,5,17.1,103.0
2510,AP Dole,3,105,11,4,5,8.5,53.0
2511,FY Fazal,2,20,1,1,1,1.1,7.0
2512,L Ablish,3,72,11,1,5,5.5,35.0
2513,S Sriram,2,49,4,4,0,1.2,8.0
2514,ND Doshi,4,78,5,6,2,6.1,37.0
2515,C van der Westhuizen,2,40,4,0,4,6.1,37.0
2516,AE Smith,1,5,1,0,0,0.1,1.0
2517,SA Fritz,1,11,0,0,4,1.0,6.0
2518,CP Jack,1,21,1,0,0,0.4,4.0
2519,APC Kilowan,1,19,3,0,3,1.0,6.0
2520,AS Taai,1,9,0,1,2,0.4,4.0
2521,AJ McKay,22,892,121,5,31,190.5,1145.0
2522,BJ Arnel,6,563,89,5,10,138.2,830.0
2523,MS Sinclair,1,1,0,0,0,0.3,3.0
2524,MJ Mason,20,689,77,16,26,132.5,797.0
2525,Faisal Hossain,2,53,2,0,1,7.1,43.0
2526,Yasir Hameed,1,0,0,0,0,0.1,1.0
2527,M Pushpakumara,2,47,2,2,1,5.4,34.0
2528,WD Balaji Rao,7,314,23,6,10,53.4,322.0
2529,JM Davison,11,358,18,7,10,61.3,369.0
2530,BRM Taylor,12,160,12,2,2,26.4,160.0
2531,BA Westdijk,3,157,24,1,1,18.3,111.0
2532,BP Loots,5,218,23,5,2,23.0,138.0
2533,TG Gordon,1,0,0,0,0,0.4,4.0
2534,BP Kruger,1,23,4,0,0,1.0,6.0
2535,Adeel Raja,4,161,16,6,0,18.1,109.0
2536,LJ Woodcock,7,223,15,8,5,33.3,201.0
2537,TM Dowlin,1,3,0,0,0,0.1,1.0
2538,BJ Bess,1,78,12,0,1,2.3,15.0
2539,GEF Barnett,1,10,1,0,0,0.2,2.0
2540,Arsalan Qadir,1,12,2,0,0,0.1,1.0
2541,RT Lyons,3,81,8,0,4,20.0,120.0
2542,MBS Jonkman,6,141,16,3,10,28.1,169.0
2543,Mohammad Kashif,5,118,11,6,7,21.2,128.0
2544,CK Hooper,2,81,16,0,1,9.3,57.0
2545,AM Blignaut,3,40,1,0,1,11.4,70.0
2546,GW Flower,2,38,1,1,0,3.4,22.0
2547,IA Nicolson,1,72,10,3,1,1.3,9.0
2548,PR George,1,76,7,0,2,4.5,29.0
2549,A van der Merwe,3,79,5,2,2,15.1,91.0
2550,MMA Jonkman,1,19,2,0,1,1.0,6.0
2551,KG Darlington,4,68,8,0,7,27.1,163.0
2552,H Ramaiya,2,40,1,0,2,10.3,63.0
2553,PM Ryan,2,88,14,1,6,10.1,61.0
2554,LM Paterlini,3,154,19,3,1,20.1,121.0
2555,DM Lord,4,208,21,10,6,29.0,174.0
2556,MJ Paterlini,3,82,9,1,1,8.0,48.0
2557,EA MacDermott,4,152,19,2,2,24.5,149.0
2558,HS Jayasena,3,89,7,3,4,9.4,58.0
2559,AM Northcote,1,36,1,1,0,1.2,8.0
2560,GJ Savage,3,119,17,2,3,16.3,99.0
2561,M Shrestha,1,16,2,0,0,0.5,5.0
2562,MO Bryan,2,53,5,0,2,12.4,76.0
2563,KF Bazil,2,41,2,1,1,9.1,55.0
2564,AL Casime,2,39,5,2,2,4.0,24.0
2565,A Gordon,3,90,10,1,7,21.3,129.0
2566,LJ Cush,2,44,3,2,2,3.5,23.0
2567,RS Abeywickrama,1,21,3,0,1,1.1,7.0
2568,SA Mohamed,1,31,2,0,0,1.4,10.0
2569,D Forrester,1,26,5,1,0,0.2,2.0
2570,KA Edwards,1,16,1,0,0,1.1,7.0
2571,S Chanderpaul,2,57,3,0,1,5.4,34.0
2572,A Mukund,1,14,1,1,0,0.2,2.0
2573,SN Pradhan,1,29,4,0,3,0.4,4.0
2574,M Manhas,3,42,2,1,0,4.3,27.0
2575,JJ van der Wath,20,865,94,21,31,128.2,770.0
2576,R Ninan,2,65,3,5,3,3.3,21.0
2577,I Malhotra,1,23,2,2,0,0.1,1.0
2578,B Chipli,1,20,1,2,0,0.1,1.0
2579,AA Kazi,1,20,1,1,1,0.3,3.0
2580,P Prasanth,1,18,0,3,0,0.1,1.0
2581,Y Gnaneswara Rao,1,7,1,0,0,0.1,1.0
2582,SS Mundhe,1,5,1,0,1,0.2,2.0
2583,TJ Heggelman,1,34,3,0,2,1.1,7.0
2584,MD Bates,5,158,14,6,7,18.3,111.0
2585,NE Bonner,1,16,0,1,0,0.4,4.0
2586,GW Aldridge,3,140,15,2,2,20.1,121.0
2587,N Ncube,2,181,27,0,4,37.1,223.0
2588,C Brits,1,2,0,0,0,0.4,4.0
2589,K Thomson,1,36,7,0,0,1.0,6.0
2590,SC Cook,1,16,3,0,0,0.2,2.0
2591,RAJ Smith,2,95,5,4,1,7.5,47.0
2592,C Peake,6,217,16,2,3,25.0,150.0
2593,Tanbir Hayder,2,67,8,0,0,3.2,20.0
2594,Kamrul Islam Rabbi,5,387,58,0,7,66.4,400.0
2595,Nazmul Hossain Shanto,1,13,0,2,0,0.4,4.0
2596,TD Andrews,2,40,2,1,0,3.2,20.0
2597,BJ Webster,2,48,4,2,0,2.4,16.0
2598,HTRY Thornton,1,39,4,2,1,0.5,5.0
2599,KR Smith,1,7,1,0,0,0.1,1.0
2600,PS Masvaure,2,52,6,0,0,6.2,38.0
2601,Babar Hayat,2,20,3,0,0,6.1,37.0
2602,Mosharraf Hossain,5,144,8,4,4,31.0,186.0
2603,CG Steenstra Toussaint,1,18,2,0,0,1.3,9.0
2604,D Massil,2,15,2,0,0,1.5,11.0
2605,S Waskar,1,15,3,0,0,0.2,2.0
2606,SRM Arachichige,2,17,2,0,5,2.0,12.0
2607,E Kahamker,2,26,3,1,1,2.2,14.0
2608,R Schachat,2,39,3,0,0,4.0,24.0
2609,J Evans,2,40,3,1,3,4.5,29.0
2610,Y Razpurker,2,20,0,1,0,2.4,16.0
2611,S Suarez,2,27,4,0,0,1.3,9.0
2612,K Mirpuri,2,35,1,1,1,3.4,22.0
2613,SA Chipolina,1,18,1,1,2,0.3,3.0
2614,KJ Ferrary,2,33,3,2,1,2.3,15.0
2615,MJ Ansell,2,50,3,3,3,4.4,28.0
2616,A van den Berg,2,43,4,2,3,4.0,24.0
2617,K Cawte,1,18,1,0,2,1.0,6.0
2618,DJ Hawke,2,58,3,4,2,3.0,18.0
2619,S Mills,2,34,0,1,1,2.5,17.0
2620,Khaled Khan,1,21,1,2,2,0.4,4.0
2621,Mudassar Muhammad,1,10,0,0,3,0.4,4.0
2622,ME Latif,1,18,2,0,1,0.3,3.0
2623,N White,1,7,1,0,0,0.1,1.0
2624,IDM Latin,1,22,2,0,0,0.3,3.0
2625,Tanveer Iqbal,1,12,1,0,1,0.5,5.0
2626,Talat Nadeem,1,18,2,0,2,0.3,3.0
2627,Zumika Azmi,3,39,5,0,1,5.4,34.0
2628,Sasha Azmi,3,44,2,0,4,10.3,63.0
2629,Kashish Agarwal,3,61,4,0,4,8.5,53.0
2630,T Sen,3,60,7,0,2,10.2,62.0
2631,Samantha Singham,3,48,4,0,1,8.0,48.0
2632,Mahirah Izzati Ismail,2,40,2,0,1,5.0,30.0
2633,DM Gondaria,3,68,3,4,2,8.0,48.0
2634,Muhammad Abbasi,2,47,7,0,3,4.0,24.0
2635,Roheel Shamus,2,29,0,0,3,4.4,28.0
2636,Muzaffar Mujeed,1,10,0,1,0,0.1,1.0
2637,Waqas Akram,2,35,4,1,3,4.2,26.0
2638,Mujeeb-ur-Rehman,3,84,6,4,4,8.5,53.0
2639,Mohammed Irfan (2),2,43,7,0,2,4.5,29.0
2640,HB Kayondo,1,22,3,0,2,0.4,4.0
2641,Abdalah Lubega,1,15,1,1,0,0.1,1.0
2642,BA Langston,3,57,6,0,2,15.3,93.0
2643,H Karunaratne,2,49,4,0,1,3.5,23.0
2644,GP Meade,4,165,14,4,5,25.4,154.0
2645,MMBRSTC Wanigaratne,5,138,9,0,3,25.2,152.0
2646,C Outerbridge,5,152,17,0,10,30.3,183.0
2647,GH Maybury,4,123,13,2,4,18.5,113.0
2648,AAA Amsterdam,3,71,3,2,2,8.5,53.0
2649,BBJL Perera,1,30,2,1,2,1.2,8.0
2650,ZH Cheema,1,7,1,0,1,0.5,5.0
2651,P Nair,2,78,8,0,4,11.4,70.0
2652,J Smith,1,53,2,2,2,1.3,9.0
2653,BJ Hall,1,38,1,1,2,1.4,10.0
2654,R Matsumura,1,22,2,1,0,1.1,7.0
2655,MM Siddique,1,15,1,0,0,1.0,6.0
2656,K Wakita,1,15,0,1,3,0.4,4.0
2657,Zhang Yu Fei,1,3,0,0,2,0.4,4.0
2658,Wang Zihao,1,10,0,0,2,0.5,5.0
2659,Feng Yu,1,10,2,0,0,0.2,2.0
2660,Pu Xianliang,1,9,1,0,1,1.0,6.0
2661,Song Yulin,1,9,2,0,0,0.5,5.0
2662,Xu Hao,1,7,0,1,0,0.2,2.0
2663,Han Junhui,1,6,0,0,0,0.2,2.0
2664,Preeti Bose,1,18,1,0,1,0.4,4.0
2665,Atif Ali Khan,1,43,5,0,1,0.4,4.0
2666,Muhammed Shanil,1,49,4,3,0,0.4,4.0
2667,M Shehani,1,29,2,1,0,0.5,5.0
2668,SK Yadav,2,54,10,0,1,7.2,44.0
2669,DP Vaidya,6,62,2,1,7,22.5,137.0
2670,Ghulam Fatima,5,124,6,2,9,27.0,162.0
2671,H Philip,1,11,0,0,0,0.2,2.0
2672,Sanjida Islam,1,10,2,0,0,0.3,3.0
2673,T Ruma,1,34,8,0,1,1.0,6.0
2674,A Sibanda,1,0,0,0,0,1.0,6.0
2675,Suraiya Azmin,2,36,7,0,2,4.3,27.0
2676,S Saenya,1,1,0,0,1,0.4,4.0
2677,MF Kendal,1,18,4,0,0,1.0,6.0
2678,MS Kasprowicz,2,56,5,1,5,4.4,28.0
2679,JN Gillespie,1,48,6,2,1,0.5,5.0
2680,D Gough,4,113,14,1,4,17.0,102.0
2681,J Lewis,12,408,40,12,19,101.0,606.0
2682,CL Cairns,4,129,17,0,4,18.5,113.0
2683,JW Wilson,1,43,4,2,0,0.4,4.0
2684,AR Adams,6,206,24,8,5,25.5,155.0
2685,NJ Astle,11,180,11,3,7,29.2,176.0
2686,N Boje,1,27,2,1,1,0.4,4.0
2687,D Langford-Smith,10,321,39,1,10,73.1,439.0
2688,PJK Mooney,2,54,4,1,0,4.5,29.0
2689,G Chapple,1,14,2,0,0,0.4,4.0
2690,JWM Dalrymple,26,671,38,10,18,142.3,855.0
2691,IR Bell,5,75,7,1,3,7.3,45.0
2692,PDRL Perera,15,543,70,8,12,96.1,577.0
2693,AGR Loudon,1,35,4,0,0,1.1,7.0
2694,Kabir Ali,5,269,36,6,5,34.0,204.0
2695,VS Solanki,4,61,4,2,1,11.1,67.0
2696,GJP Kruger,4,149,18,2,2,26.0,156.0
2697,AJ Hall,34,1307,124,13,59,286.1,1717.0
2698,ML Lewis,7,301,30,5,9,43.4,262.0
2699,BR Dorey,4,139,16,4,2,20.4,124.0
2700,WCA Ganegama,2,57,10,1,0,2.2,14.0
2701,RP Arnold,6,84,4,3,3,15.3,93.0
2702,Arshad Khan,2,72,4,1,2,9.5,59.0
2703,IDR Bradshaw,29,1022,98,14,39,259.3,1557.0
2704,DK Butler,3,112,7,6,0,17.1,103.0
2705,KHRK Fernando,2,39,3,0,1,7.1,43.0
2706,Khaled Mahmud,1,13,2,0,0,0.3,3.0
2707,Mohammad Rafique,31,1252,86,21,40,350.4,2104.0
2708,Tapash Baisya,2,76,12,1,0,4.0,24.0
2709,Manjural Islam Rana,1,15,1,0,0,0.2,2.0
2710,DJ Cullen,4,125,8,2,2,26.1,157.0
2711,Tushar Imran,3,57,0,1,2,8.2,50.0
2712,Rajin Saleh,5,84,1,4,5,14.2,86.0
2713,WW Hinds,5,133,10,2,3,20.2,122.0
2714,ID Blackwell,5,184,8,4,4,41.2,248.0
2715,MJ Hoggard,2,206,29,2,1,39.4,238.0
2716,R Telemachus,6,257,29,4,9,44.4,268.0
2717,NB Mahwire,6,175,17,3,5,38.1,229.0
2718,RS Higgins,3,127,5,3,4,21.2,128.0
2719,GM Strydom,2,24,2,0,0,2.3,15.0
2720,CD Collymore,18,564,63,3,18,148.1,889.0
2721,D Mohammed,4,165,6,5,10,31.0,186.0
2722,AJ Ireland,10,389,53,3,10,76.2,458.0
2723,HP Rinke,5,111,15,2,2,15.2,92.0
2724,PJC Hoffmann,5,170,23,4,1,24.2,146.0
2725,DR Brown,5,196,22,4,3,20.2,122.0
2726,KAD Hurdle,9,333,41,3,17,73.2,440.0
2727,S Mukuddem,6,210,21,3,11,37.0,222.0
2728,DCC Borden,4,86,5,2,3,11.1,67.0
2729,LOB Cann,2,78,5,0,1,9.0,54.0
2730,GB Brent,19,700,83,9,24,150.1,901.0
2731,WF Stelling,4,100,7,4,6,25.3,153.0
2732,DJ Reekers,4,124,16,3,3,19.4,118.0
2733,TBM de Leede,6,175,22,3,7,37.3,225.0
2734,LP van Troost,1,54,4,5,1,0.5,5.0
2735,AC Cummins,4,153,13,3,4,27.1,163.0
2736,AM Samad,4,81,11,1,2,7.2,44.0
2737,GR Codrington,6,256,15,5,9,42.5,257.0
2738,DL Hemp,2,70,3,4,0,8.5,53.0
2739,CD McMillan,14,317,19,9,12,48.1,289.0
2740,Mohammad Yousuf,1,0,0,0,1,0.1,1.0
2741,KT Sandher,4,161,12,3,6,27.1,163.0
2742,MP Vaughan,3,86,3,1,4,14.4,88.0
2743,KED Carroll,1,8,2,0,0,0.1,1.0
2744,D Mongia,5,198,8,9,8,37.1,223.0
2745,JS Ababu,2,72,10,2,1,5.1,31.0
2746,AG Prince,2,18,0,1,0,3.3,21.0
2747,L Vincent,2,22,0,3,1,1.2,8.0
2748,S Thuraisingam,2,51,6,0,2,5.2,32.0
2749,RD Steede,2,46,3,1,1,10.4,64.0
2750,H Durham,1,42,5,0,2,2.0,12.0
2751,ML Nkala,1,11,1,0,0,0.3,3.0
2752,ADJ Pitcher,1,37,4,0,0,1.2,8.0
2753,A Codrington,1,28,4,0,0,1.2,8.0
2754,T Taibu,2,41,3,2,0,2.2,14.0
2755,CP Schofield,4,91,5,5,4,9.4,58.0
2756,RJ Kirtley,1,17,4,0,0,0.1,1.0
2757,G Wijekoon,3,93,1,6,4,8.5,53.0
2758,JN Snape,1,12,0,1,0,0.1,1.0
2759,DL Maddy,2,26,4,0,3,2.1,13.0
2760,AA Noffke,4,121,10,3,8,18.2,110.0
2761,MKDI Amerasinghe,8,430,48,3,11,81.5,491.0
2762,RK Whelan,2,94,12,1,2,9.1,55.0
2763,MJ Fourie,2,43,5,0,0,7.4,46.0
2764,MS Tshabalala,4,145,9,6,3,22.4,136.0
2765,UDU Chandana,1,24,0,0,0,1.2,8.0
2766,HJC Mol,1,17,1,0,2,1.2,8.0
2767,J Patraj,2,73,5,1,2,7.0,42.0
2768,TC Bastiampillai,1,12,2,0,0,0.1,1.0
2769,A Shamshudeen,1,24,2,0,0,0.3,3.0
2770,Qaiser Ali,2,45,4,0,1,7.2,44.0
2771,AL Kandappah,1,4,1,0,0,0.1,1.0
2772,S Chattergoon,1,30,1,0,0,1.1,7.0
2773,PA Hitchcock,2,96,10,5,2,8.0,48.0
2774,GH Bodi,1,8,1,0,0,0.1,1.0
2775,AS Luseno,1,25,4,0,4,1.2,8.0
2776,KC Hodsoll,1,28,4,0,1,0.5,5.0
2777,AS Jaggernauth,1,96,6,5,1,3.5,23.0
2778,B Casson,1,129,15,6,3,5.2,32.0
2779,XM Marshall,2,0,0,0,0,1.0,6.0
2780,Sami Faridi,1,26,3,0,0,1.1,7.0
2781,TE Tucker,1,20,1,1,0,0.3,3.0
2782,SD Outerbridge,1,11,1,0,1,0.1,1.0
2783,C Zhuwao,1,15,3,0,0,0.3,3.0
2784,Samiullah Khan,2,112,14,0,0,12.1,73.0
2785,Misbah-ul-Haq,1,30,2,1,0,0.4,4.0
2786,Kamran Hussain,2,66,7,0,4,8.5,53.0
2787,Rizwan Ahmed,1,24,2,0,0,1.0,6.0
2788,VVS Laxman,1,19,1,0,0,1.4,10.0
2789,Zahid Shah,2,90,7,0,7,12.1,73.0
2790,Saqib Ali,2,55,3,0,1,7.5,47.0
2791,Arshad Ali,2,100,8,0,1,7.4,46.0
2792,Afzaal Haider,2,120,16,3,2,7.4,46.0
2793,Zain Abbas,1,50,7,0,1,1.2,8.0
2794,Skhawat Ali,1,67,3,4,0,1.3,9.0
2795,Aman Ali,1,20,3,0,0,0.4,4.0
