,Batsmen,Matches,Runs,4,6,Wickets,Balls,50,100,0,High_Score
2276,Sze Wan Yip,2,24,0,0,2,42,0,0,0,17
2277,KK Gill,2,49,1,0,2,70,0,0,0,33
2278,IA Gidwani,2,9,0,0,2,20,0,0,0,8
2279,Hyeji Jeong,1,1,0,0,0,1,0,0,0,1
2280,Eunjin Lee,1,0,0,0,1,3,0,0,1,0
2281,Jeongyoon Kim,1,20,1,0,1,38,0,0,0,20
2282,Jina Lee,1,1,0,0,1,3,0,0,0,1
2283,Na An,1,4,1,0,1,6,0,0,0,4
2284,Jinseup Park,1,1,0,0,1,6,0,0,0,1
2285,Inyeong Oh,1,7,0,0,0,12,0,0,0,7
2286,Mijin Hu,1,3,0,0,1,5,0,0,0,3
2287,Ahram Jeong,1,0,0,0,1,1,0,0,1,0
2288,Yebin Ka,1,0,0,0,1,3,0,0,1,0
2289,E Kuribayashi,1,2,0,0,1,19,0,0,0,2
2290,M Yamamoto,4,7,1,0,4,21,0,0,2,4
2291,C Sakamoto,4,41,6,0,3,74,0,0,2,25
2292,S Kubota,4,11,0,0,4,34,0,0,1,7
2293,K Ota,4,38,2,0,2,105,0,0,0,16
2294,E Kobayashi,3,16,1,0,2,31,0,0,1,12
2295,A Nakayama,4,33,2,0,3,87,0,0,0,17
2296,Liu Xiaonan,3,6,0,0,3,39,0,0,2,6
2297,Yu Miao,3,40,2,0,2,80,0,0,1,26
2298,Zhao Ning,4,43,1,0,3,87,0,0,1,22
2299,HML Madushani,11,157,15,2,10,197,1,0,5,63
2300,Chan Sau Har,1,7,0,0,1,8,0,0,0,7
2301,Hung Ying Ho,1,0,0,0,1,1,0,0,1,0
2302,KLG Li,1,0,0,0,1,2,0,0,1,0
2303,Zou Miao,1,1,0,0,0,27,0,0,0,1
2304,X Ruan,2,0,0,0,2,3,0,0,2,0
2305,Wang Meng,1,0,0,0,1,2,0,0,1,0
2306,Zhou Haijie,1,3,0,0,1,7,0,0,0,3
2307,R Sangsoma,6,5,0,0,4,27,0,0,3,2
2308,Shahanaz Parvin,2,3,0,0,1,6,0,0,1,3
2309,Nuzhat Tasnia,6,25,0,0,5,58,0,0,0,6
2310,Panna Ghosh,12,36,2,0,6,92,0,0,1,9
2311,Sunghoon Cho,3,50,1,0,3,79,0,0,0,23
2312,Ilhwan Seo,3,29,1,0,3,41,0,0,0,14
2313,Daesik Sung,3,39,2,3,3,19,0,0,1,33
2314,Sangwook Lee,3,21,0,0,3,41,0,0,1,12
2315,Jiwon Choi,3,5,0,0,2,11,0,0,1,3
2316,Suin Bang,2,1,0,0,2,6,0,0,1,1
2317,Taekwan Park,3,21,2,0,2,31,0,0,1,11
2318,Hwanhee Lee,2,10,0,0,0,22,0,0,0,6
2319,Kyungsik Kim,2,12,0,0,2,10,0,0,1,12
2320,Hongki Kim,1,1,0,0,0,2,0,0,0,1
2321,Beidas Tareq,1,4,0,0,1,15,0,0,0,4
2322,Eissa Jassim,1,0,0,0,1,2,0,0,1,0
2323,Bastaki Mahmoud,1,0,0,0,0,1,0,0,1,0
2324,Bastaki Fahad,1,4,0,0,1,39,0,0,0,4
2325,Alkandari Abdulrahman,1,0,0,0,1,2,0,0,1,0
2326,Abdulrahman Dashti,1,2,0,0,1,6,0,0,0,2
2327,Alkandari Mohammad,1,1,0,0,1,1,0,0,0,1
2328,Alotaibi Mohammed,1,0,0,0,1,5,0,0,1,0
2329,Yousif Alzaid,1,1,0,0,0,2,0,0,0,1
2330,Alqallaf Mohammad,1,1,0,0,1,1,0,0,0,1
2331,Ali Bushahri,1,0,0,0,1,1,0,0,1,0
2332,Sagar Pun,30,355,37,7,26,501,1,0,1,64
2333,Jiang Shuyao,2,10,0,0,2,23,0,0,0,7
2334,Lei Sun,2,24,0,0,1,47,0,0,0,14
2335,Song Yang Yang,2,47,3,0,2,66,0,0,0,29
2336,Zhang Yufei,2,6,0,0,2,7,0,0,1,6
2337,Li Jian,2,16,2,0,1,7,0,0,0,15
2338,Zhong Wenyi,2,6,0,0,2,10,0,0,0,5
2339,H Min Jian,2,1,0,0,1,5,0,0,1,1
2340,Wang Jing,2,2,0,0,2,7,0,0,1,2
2341,Gaofeng Hu,1,1,0,0,0,4,0,0,0,1
2342,Hyobum An,1,0,0,0,1,1,0,0,1,0
2343,Zhang Peng,1,5,0,0,0,4,0,0,0,5
2344,Mohamed Azzam,3,16,0,1,2,28,0,0,1,12
2345,Muawiyath Ghanee,3,12,1,0,3,16,0,0,1,11
2346,Faruq Hakimin,1,2,0,0,1,4,0,0,0,2
2347,MS Chapman,31,675,58,14,27,611,2,1,0,124
2348,LHD Dilhara,3,25,1,0,3,44,0,0,0,11
2349,CKB Kulasekara,5,60,2,0,5,119,0,0,2,22
2350,RLB Rambukwella,3,27,2,1,3,20,0,0,0,19
2351,Soochan Park,1,0,0,0,0,1,0,0,1,0
2352,Inho Cha,1,0,0,0,1,9,0,0,1,0
2353,Karim Sadiq,44,658,68,14,39,662,2,1,6,114
2354,Mohammad Mujtaba,1,1,0,0,1,2,0,0,0,1
2355,Qaseem Khan,2,24,0,0,2,31,0,0,0,12
2356,Fazal Rahman,2,7,0,0,2,7,0,0,0,5
2357,Daljeet Singh,1,2,0,0,0,3,0,0,0,2
2358,PC de Silva,8,103,10,1,6,121,0,0,0,44
2359,M Nasim Baras,1,6,0,0,1,10,0,0,0,6
2360,T Manders,17,319,31,6,15,501,1,0,0,64
2361,C Burgess,6,86,12,1,5,123,0,0,1,28
2362,LOB Cann,21,427,38,24,20,345,2,1,4,113
2363,Fahad Babar,17,370,42,4,16,535,1,0,0,63
2364,SR Santhanam,11,145,15,1,8,259,0,0,1,37
2365,SJ Massiah,13,279,24,11,11,371,1,0,1,74
2366,A Thyagarajan,9,181,19,1,7,314,1,1,0,102
2367,AS Kyobe,20,286,24,10,20,501,0,0,1,42
2368,Naeem Bardai,4,34,2,0,4,115,0,0,0,18
2369,PM Selowa,17,396,37,7,14,501,2,0,1,84
2370,DK Arinaitwe,17,226,14,0,16,388,0,0,1,28
2371,B Masaba,14,295,25,2,11,483,1,0,0,51
2372,J Sebanja,18,193,11,7,15,287,0,0,2,26
2373,M Alam,5,75,10,0,4,108,1,0,0,53
2374,H Ssenyondo,9,11,0,0,4,60,0,0,3,4
2375,Mohamed Shoib,3,5,0,0,2,4,0,0,0,2
2376,SS Nadkarni,7,227,18,7,6,329,2,0,1,84
2377,K Ganesh,12,182,5,2,11,230,0,0,0,36
2378,Adil Bhatti,8,154,11,6,5,127,1,0,0,52
2379,JJC Lawson,2,27,4,0,1,25,0,0,0,16
2380,Muhammad Ghous,11,63,2,3,7,94,0,0,0,15
2381,D Talbot,1,0,0,0,0,3,0,0,1,0
2382,Danial Ahmed,7,17,0,0,3,34,0,0,2,5
2383,L Sematimba,7,59,6,0,7,116,0,0,2,27
2384,D Ruyange,2,2,0,0,2,7,0,0,1,2
2385,Usman Shuja,4,22,1,1,4,41,0,0,1,11
2386,JA DeSilva,7,165,13,6,5,171,1,0,0,52
2387,KE Bashir,4,11,1,0,0,23,0,0,1,6
2388,D Duraisingam,2,31,2,2,2,39,0,0,0,23
2389,Suleman,1,0,0,0,1,1,0,0,1,0
2390,S Randiv,31,437,45,1,27,849,1,0,1,56
2391,PLS Gamage,2,0,0,0,0,12,0,0,2,0
2392,CM Edwards,74,2225,297,3,63,2696,15,4,3,138
2393,LS Greenway,53,1243,124,1,37,1861,6,1,4,125
2394,RL Grundy,4,5,0,0,1,14,0,0,0,2
2395,CMA Shillington,32,609,82,7,28,597,1,0,3,81
2396,IMHC Joyce,28,541,59,0,24,699,2,0,3,72
2397,CNIM Joyce,27,572,65,3,23,758,0,0,1,49
2398,LK O'Reilly,14,66,4,0,8,95,0,0,2,14
2399,EJ Tice,12,59,4,0,9,94,0,0,1,17
2400,NRD Compton,16,775,84,3,13,2129,6,2,1,134
2401,S van Zyl,11,395,59,0,9,764,2,1,0,101
2402,DJ Vilas,5,94,11,0,5,201,0,0,0,34
2403,SC Cook,11,632,68,0,11,1384,4,3,0,176
2404,RP Magar,8,53,1,2,8,112,0,0,1,25
2405,A Bhattarai,2,8,0,1,2,8,0,0,0,6
2406,Anas Khan,1,21,2,0,0,28,0,0,0,21
2407,Nawroz Mangal,60,1053,92,28,57,1200,4,1,6,129
2408,AR Berenger,8,112,13,0,8,184,1,0,0,52
2409,Saqib Ali,6,95,10,0,5,129,0,0,0,25
2410,Sumaiya Siddiqi,6,41,6,1,4,40,0,0,1,24
2411,MGMCP Gunawardene,4,30,0,0,2,47,0,0,0,14
2412,R Chandrika,5,140,11,0,5,439,1,0,1,62
2413,HJW Gardiner,9,243,30,0,9,337,2,0,1,96
2414,RM Haq,27,264,23,1,20,487,1,0,6,71
2415,I Wardlaw,11,26,2,0,6,40,0,0,4,7
2416,AR Cusack,45,496,40,8,26,591,1,0,7,65
2417,Afzal Faiz,3,59,7,0,3,65,0,0,0,34
2418,Ahmed Ameel,2,12,0,0,1,19,0,0,0,7
2419,Hassan Ibrahim,3,46,4,2,2,33,0,0,0,29
2420,Khalid Butt,3,49,7,2,3,34,0,0,0,31
2421,Kashif Sharif,2,32,3,1,2,21,0,0,0,31
2422,Yasar Idrees,2,22,1,1,2,18,0,0,0,13
2423,Bilal Ahmed,2,1,0,0,2,2,0,0,1,1
2424,Sibtain Raza,2,28,4,0,2,23,0,0,0,21
2425,Nasir Abbasi,3,83,6,6,3,41,1,0,0,65
2426,Mohammad Afzal,3,56,1,2,2,58,0,0,0,34
2427,Babar Hussain,3,37,0,3,1,29,0,0,1,29
2428,Mohsin Shabbir,3,62,4,1,1,69,0,0,0,44
2429,Shoaib Ali,4,61,2,7,2,23,1,0,1,54
2430,Muhammad Saeed,1,10,2,0,1,10,0,0,0,10
2431,Faheem Afrad,1,1,0,0,0,1,0,0,0,1
2432,FRJ Coleman,9,162,18,1,8,225,1,0,1,70
2433,S Auma,1,0,0,0,1,1,0,0,1,0
2434,Gurdeep Singh,6,101,12,1,6,116,0,0,1,33
2435,MO Ndandason,1,3,0,0,1,3,0,0,0,3
2436,E Asoyo,1,11,1,0,0,6,0,0,0,11
2437,JO Ngoche,7,18,0,1,4,47,0,0,0,9
2438,G Snyman,20,416,39,16,20,436,3,0,2,83
2439,R van Schoor,18,369,20,5,12,428,1,0,0,58
2440,NRP Scholtz,20,334,23,10,15,445,1,0,3,61
2441,ES Szwarczynski,27,505,47,2,21,750,3,0,3,75
2442,PW Borren,67,1328,115,42,54,1209,5,1,4,105
2443,MJG Rippon,20,475,38,1,19,711,3,1,3,104
2444,Mudassar Bukhari,43,418,28,13,31,431,1,0,4,51
2445,Ahsan Malik,15,52,3,1,3,74,0,0,3,11
2446,AS Hansra,32,655,48,14,26,983,4,0,3,70
2447,SS Dhindsa,8,116,3,4,3,153,0,0,1,43
2448,PA Desai,4,25,1,0,1,48,0,0,0,11
2449,AL Ndhlovu,6,53,4,2,6,129,0,0,1,17
2450,P Ochan,9,77,7,0,7,116,0,0,0,21
2451,NN Odhiambo,48,429,45,10,38,481,0,0,9,44
2452,L Klazinga,5,53,2,2,2,60,0,0,0,24
2453,CF Snyman,2,1,0,0,1,3,0,0,1,1
2454,D Soraine,3,22,2,0,3,40,0,0,1,19
2455,Sohag Gazi,32,566,53,16,24,775,3,1,1,101
2456,Rony Talukdar,1,21,0,1,1,21,0,0,0,21
2457,SR Harmer,4,58,5,0,3,169,0,0,0,21
2458,Mohammad Shahid,5,57,10,1,4,76,0,0,0,25
2459,Rabiya Shah,10,107,12,0,6,173,0,0,0,34
2460,Anam Amin,4,2,0,0,0,14,0,0,3,2
2461,AP Tare,27,339,40,11,24,265,1,0,5,59
2462,CM Gautam,13,169,17,6,9,149,0,0,0,33
2463,JA Morkel,141,2287,161,116,90,1802,5,0,5,97
2464,V Sehwag,280,11616,1550,249,260,10546,80,25,14,319
2465,Karanveer Singh,4,12,1,0,1,16,0,0,0,5
2466,Parvez Rasool,5,22,1,0,2,24,0,0,0,10
2467,AN Ahmed,6,36,4,1,1,26,0,0,0,18
2468,R Dhawan,19,166,14,4,8,144,0,0,1,25
2469,UBT Chand,20,300,32,9,20,296,1,0,4,58
2470,A Nehra,41,123,8,4,26,210,0,0,14,22
2471,RG More,1,2,0,0,0,2,0,0,0,2
2472,A Ashish Reddy,23,280,16,15,15,181,0,0,0,36
2473,R Vinay Kumar,55,403,27,11,35,432,0,0,7,27
2474,MS Bisla,39,798,93,23,36,701,4,0,3,92
2475,Iqbal Abdulla,13,88,9,1,1,85,0,0,2,33
2476,PV Tambe,6,18,1,0,1,38,0,0,0,7
2477,DJ Muthuswami,1,1,0,0,1,2,0,0,0,1
2478,R Bhatia,47,342,24,13,29,264,0,0,5,26
2479,Ankit Sharma,10,87,7,4,7,63,0,0,1,30
2480,BE Hendricks,4,16,0,1,2,18,0,0,1,12
2481,AM Phangiso,15,100,6,0,12,182,0,0,2,20
2482,Sami Aslam,15,743,77,4,14,1816,5,2,0,152
2483,J Mubarak,41,848,76,13,30,1178,4,0,4,72
2484,Imran Khan (2),5,6,1,0,4,22,0,0,4,6
2485,SS Pathirana,14,331,33,5,13,374,1,0,0,56
2486,B Fernando,1,8,1,0,0,12,0,0,0,8
2487,CK Coventry,32,660,53,27,28,664,3,1,6,194
2488,Nauman Anwar,1,18,2,1,1,9,0,0,0,18
2489,P Utseya,103,1155,80,12,63,1939,3,0,15,68
2490,CJ Chibhabha,110,2628,275,25,106,3748,20,0,8,99
2491,MR Swart,37,824,75,19,32,802,5,0,1,89
2492,MD Dai,29,525,40,8,24,651,2,0,1,76
2493,K Pala,11,218,22,7,10,177,1,0,1,56
2494,JNT Vare,21,300,25,2,16,394,1,0,0,53
2495,JB Reva,16,189,19,3,13,283,1,0,2,65
2496,WT Gavera,10,42,5,1,5,83,0,0,3,24
2497,MA Ouma,46,652,62,7,39,941,1,0,5,54
2498,Qais Farooq,2,38,2,0,2,82,0,0,0,29
2499,Abdul Shakoor,10,124,9,5,8,152,0,0,1,28
2500,Amjad Javed,40,616,54,28,34,601,2,0,2,76
2501,Mohammad Tauqir,11,105,8,6,8,140,1,0,2,54
2502,AM Guruge,11,24,1,0,3,56,0,0,3,10
2503,MJG Nielsen,10,38,3,0,5,54,0,0,2,16
2504,GA Guy,1,0,0,0,0,4,0,0,1,0
2505,MDT Kamini,11,422,53,5,8,762,3,1,0,113
2506,KE Broadmore,5,46,3,0,3,76,0,0,0,27
2507,Faizan Asif,8,104,12,3,8,96,0,0,0,28
2508,Umair Ali,6,38,2,2,4,37,0,0,1,13
2509,J Davidson,1,10,0,1,0,8,0,0,0,10
2510,AL Dodson,15,313,30,5,15,419,0,0,2,41
2511,S Vashishat,2,9,0,0,2,15,0,0,0,6
2512,MK Patel,2,11,1,0,1,16,0,0,0,7
2513,JH Patel,9,94,7,3,7,74,0,0,0,30
2514,H Shahid,2,5,0,0,0,9,0,0,1,5
2515,AK Mandal,16,363,35,7,13,492,2,1,3,113
2516,AAA Amsterdam,8,285,29,2,6,355,1,1,0,102
2517,NI Standford,7,211,18,11,5,153,1,0,0,59
2518,AW Kay,3,27,3,0,3,29,0,0,0,18
2519,RJG Palmer,5,21,1,0,4,25,0,0,1,8
2520,B Kynman,6,19,1,0,4,26,0,0,1,8
2521,L Nou,2,2,0,0,0,8,0,0,1,2
2522,Nasir Aziz,9,101,13,0,9,160,1,0,1,60
2523,S Lohani,1,27,2,2,1,16,0,0,0,27
2524,P Raho,4,17,1,1,1,16,0,0,0,8
2525,E Ochieng,2,4,0,0,2,6,0,0,0,3
2526,Naseer Jamali,1,1,0,0,1,1,0,0,0,1
2527,CW Coombe,2,12,0,1,1,11,0,0,0,9
2528,VV Morea,16,531,47,6,15,803,5,1,2,102
2529,MD du Preez,2,5,0,0,1,13,0,0,0,3
2530,Waqas Khan,14,187,11,3,8,298,1,0,1,58
2531,Sharmin Akhter,23,394,39,0,21,647,2,0,4,56
2532,S Saenya,6,16,2,0,4,45,0,0,1,5
2533,K Saesong,1,0,0,0,1,1,0,0,1,0
2534,S Lateh,3,0,0,0,1,12,0,0,3,0
2535,CC van Slobbe,6,52,0,0,5,127,0,0,0,25
2536,ELT de Lange,4,29,1,0,3,47,0,0,0,16
2537,CC Dalton,7,40,4,0,5,72,0,0,0,18
2538,V Morea,4,31,2,0,4,56,0,0,2,30
2539,N Ovasuru,7,60,5,0,6,104,0,0,1,36
2540,P Siaka,8,126,15,0,6,182,0,0,0,34
2541,FE Urquhart,7,99,12,1,7,153,0,0,0,24
2542,K Anderson,7,130,12,0,7,325,0,0,0,50
2543,EM Priddle,7,106,11,0,6,183,0,0,0,31
2544,A Aitken,6,22,1,0,4,51,0,0,0,8
2545,K Seura,3,15,1,0,1,25,0,0,0,8
2546,S Ambo,1,6,1,0,1,7,0,0,0,6
2547,H Buruka,3,9,0,0,2,25,0,0,0,5
2548,C Chatonzwa,5,15,0,0,5,48,0,0,2,8
2549,N Nyathi,8,49,3,0,6,133,0,0,2,28
2550,A Mazvishaya,2,4,0,0,1,8,0,0,0,3
2551,C Yudian,1,15,2,0,0,6,0,0,0,15
2552,T Mlilo,5,25,3,0,5,47,0,0,2,19
2553,OSM Rae,6,72,10,1,6,177,0,0,0,22
2554,KL Gordon,5,14,1,0,5,34,0,0,1,8
2555,AH Maqsood,2,7,0,0,0,45,0,0,0,4
2556,CG Steenstra Toussaint,3,12,1,0,3,27,0,0,1,9
2557,RA Lewis,5,7,0,0,5,17,0,0,2,4
2558,CJ Erkelens,1,6,0,0,1,15,0,0,0,6
2559,C Appel,1,0,0,0,1,10,0,0,1,0
2560,A Karn,1,4,0,0,1,6,0,0,0,4
2561,RI Ahmed,1,13,0,0,1,15,0,0,0,13
2562,BV Vitori,17,123,12,5,11,155,0,0,5,21
2563,J Anderson,8,147,19,0,8,253,0,0,0,39
2564,AD Poynter,16,259,22,10,13,275,1,0,2,57
2565,JA Warrican,4,65,9,0,0,113,0,0,0,21
2566,L Cheatle,2,11,1,0,1,14,0,0,0,7
2567,VR Vanitha,6,118,18,1,6,117,0,0,1,38
2568,CJ Simmons,20,501,43,30,19,344,2,2,1,112
2569,TM Beaton,11,194,14,7,5,124,0,0,0,41
2570,TL Lawford,5,19,2,0,2,17,0,0,0,6
2571,JH Kallis,278,10927,1092,149,236,15137,82,22,18,270
2572,EJM Cowan,24,1068,132,3,22,2463,9,1,1,136
2573,RGL Carters,25,274,14,6,17,260,0,0,2,35
2574,DE Bollinger,26,138,13,1,10,239,0,0,5,30
2575,A Ayre,1,0,0,0,1,1,0,0,1,0
2576,MW Hill,10,268,21,9,9,211,1,0,0,64
2577,Bilal Asif,3,40,6,1,3,49,0,0,1,38
2578,Imran Khan (1),1,0,0,0,1,1,0,0,1,0
2579,MM Letsoalo,7,15,1,0,5,44,0,0,1,5
2580,D Devnarain,17,189,21,0,14,340,0,0,2,42
2581,O Kirsten,2,24,2,0,0,55,0,0,0,22
2582,C Carter,15,366,45,3,13,604,1,1,0,119
2583,Asif Iqbal (1),2,19,2,0,2,49,0,0,0,11
2584,L Sreekumar,5,118,20,1,5,147,1,0,1,61
2585,Usman Mushtaq,4,81,9,0,2,238,0,0,0,45
2586,Y Punja,2,13,1,0,2,35,0,0,0,12
2587,Raja Adeel,1,2,0,0,0,9,0,0,0,2
2588,Zaheer Maqsood,2,7,1,0,1,14,0,0,0,5
2589,JNL Wilkes-Green,2,7,1,0,2,49,0,0,1,7
2590,TJ Ravenscroft,5,174,16,6,5,137,2,0,0,74
2591,T Nightingale,4,142,6,0,4,232,1,0,0,65
2592,JC Martin,5,55,2,2,5,55,0,0,0,33
2593,JF Rika,3,34,3,0,3,73,0,0,0,17
2594,J Kida,3,108,9,1,3,168,1,0,0,89
2595,G Smith,3,55,4,0,3,145,0,0,0,24
2596,M Beitaki,3,51,4,1,3,53,0,0,0,31
2597,R Lesuma,3,28,1,0,3,75,0,0,0,17
2598,S Ravoka,3,70,4,0,3,95,1,0,1,60
2599,V Yabaki,3,12,0,0,3,23,0,0,1,11
2600,J Wesele,3,120,13,3,3,122,1,0,0,96
2601,Riyad Khan,2,12,0,0,1,29,0,0,0,7
2602,Imran Khan (3),2,2,0,0,0,11,0,0,0,1
2603,V Manakiwai,3,2,0,0,2,16,0,0,2,2
2604,RA Sealy,6,173,22,5,6,193,2,0,0,60
2605,C Palmer,1,16,1,0,1,58,0,0,0,16
2606,RD Bovell,3,91,7,2,1,181,0,0,0,33
2607,A Wright,1,0,0,0,0,2,0,0,1,0
2608,J Dunn,6,119,10,2,5,257,1,0,0,78
2609,Amad Sheikh,1,8,1,0,1,10,0,0,0,8
2610,S Iftikhar,2,108,10,0,0,208,1,0,0,71
2611,Zeeshan Shehzad Siddiqui,2,63,3,0,2,169,0,0,0,45
2612,RR Shinde,2,42,3,0,2,74,0,0,0,38
2613,PK Thangavadivel,2,16,2,0,1,17,0,0,0,12
2614,Safir Hayat,3,21,2,0,2,45,0,0,1,12
2615,Ibrahim Mughal,1,0,0,0,1,1,0,0,1,0
2616,D Crawford,2,6,0,0,0,10,0,0,0,5
2617,Kunaal Kumar,1,0,0,0,1,1,0,0,1,0
2618,S Ramjohn,4,46,7,0,4,64,0,0,0,34
2619,MC Patandin,4,165,24,2,4,184,1,0,0,100
2620,WA Haslim,3,110,13,1,3,173,1,0,0,53
2621,G Singh,4,125,12,0,2,236,2,0,0,61
2622,SA Drepaul,4,105,7,1,2,184,0,0,0,43
2623,M Boodram,4,114,6,1,3,192,1,0,0,65
2624,G Mokokwe,2,7,1,0,2,6,0,0,0,4
2625,K Motlanka,7,179,17,0,7,340,1,0,0,53
2626,W Tajbhay,2,17,1,0,2,56,0,0,0,16
2627,R Mosweu,6,77,5,1,6,187,0,0,1,41
2628,R Withey,2,8,0,0,0,13,0,0,0,6
2629,JAJ Nussbaumer,6,36,3,1,5,53,0,0,0,12
2630,W Fazakerley,3,7,0,0,3,9,0,0,0,4
2631,AK Gokoel,2,20,1,1,2,61,0,0,1,20
2632,K Jaikaran,2,11,1,0,1,19,0,0,0,10
2633,V Hirlal,1,12,0,0,0,19,0,0,0,12
2634,M Balkaran,1,2,0,0,1,2,0,0,0,2
2635,YP Dayal,1,9,0,0,1,9,0,0,0,9
2636,BB Bailey,1,1,0,0,0,1,0,0,0,1
2637,MLA Ellis,2,8,1,0,1,14,0,0,0,5
2638,Zeeshan Ali,1,10,0,0,1,44,0,0,0,10
2639,V Sarma,1,0,0,0,1,1,0,0,1,0
2640,Shehraz Khalid,1,19,0,0,1,48,0,0,0,19
2641,Jawad Mir,1,7,0,0,1,11,0,0,0,7
2642,N Unavalu,1,0,0,0,1,2,0,0,1,0
2643,S Dokosobau,1,0,0,0,1,5,0,0,1,0
2644,S Kollery,1,22,3,0,1,28,0,0,0,22
2645,OB Nightingale,2,83,8,1,2,175,1,0,0,59
2646,MF Maharoof,67,888,63,25,56,946,1,0,5,58
2647,KMC Bandara,2,3,0,0,0,7,0,0,0,2
2648,Khalid Latif,17,384,38,6,14,449,2,0,1,64
2649,MDUS Jayasundera,2,30,2,0,2,74,0,0,0,26
2650,JDF Vandersay,7,37,4,0,3,69,0,0,1,8
2651,J Charles,81,2007,225,61,81,2092,10,1,11,130
2652,SJ McGlashan,29,532,46,10,23,537,2,0,0,84
2653,TMM Newton,5,30,1,0,5,60,0,0,0,16
2654,LM Jongwe,25,280,23,5,19,339,0,0,4,46
2655,WP Masakadza,9,33,2,0,4,60,0,0,2,10
2656,T Muzarabani,8,12,1,0,4,38,0,0,3,5
2657,Khadija Tul Kubra,7,22,2,0,4,55,0,0,2,7
2658,TS Chisoro,9,91,5,3,3,110,0,0,1,42
2659,Aaqib Sulehri,6,54,9,0,6,57,0,0,1,19
2660,Bikram Sob,1,1,0,0,0,3,0,0,0,1
2661,Amjad Gul,3,28,3,1,3,29,0,0,0,24
2662,SRH Curtis,7,106,6,0,5,152,0,0,0,42
2663,NC Dodd,3,74,8,0,3,142,1,0,0,52
2664,D Olivier,1,3,0,0,1,23,0,0,0,3
2665,ST de Silva,2,3,0,0,2,6,0,0,1,3
2666,DS Weerakkody,3,73,9,1,3,64,1,0,0,58
2667,Maham Tariq,3,3,0,0,3,36,0,0,1,2
2668,Muneeba Ali,5,56,5,0,3,61,0,0,0,25
2669,RJ Campbell,3,36,6,0,3,46,0,0,1,27
2670,LV van Beek,4,7,0,0,2,13,0,0,0,4
2671,MC Sorensen,17,193,13,5,9,214,0,0,1,31
2672,CJ Metcalfe,6,16,2,0,2,47,0,0,2,10
2673,Muhammad Kaleem,10,122,14,3,10,149,0,0,1,50
2674,Mohammad Usman,4,116,11,3,3,151,1,0,0,52
2675,Saqlain Haider,9,78,7,0,8,138,0,0,0,33
2676,Farhan Ahmed,3,5,0,0,3,14,0,0,1,4
2677,R Rijal,2,9,0,0,2,11,0,0,0,6
2678,Fahad Tariq,4,19,1,1,4,23,0,0,2,16
2679,Qadeer Ahmed,4,7,1,0,1,11,0,0,2,5
2680,Nurul Hasan,11,193,18,2,7,230,0,0,1,47
2681,Muktar Ali,1,19,1,1,0,15,0,0,0,19
2682,Abu Hider,1,14,1,1,1,9,0,0,0,14
2683,CRD Fernando,38,227,26,2,22,319,0,0,9,39
2684,Tanveer Ahmed,5,11,1,0,1,18,0,0,2,7
2685,A Mehmood,1,0,0,0,0,1,0,0,1,0
2686,Hafiz Qaleem,1,2,0,0,1,3,0,0,0,2
2687,V Kadiresan,2,18,1,0,2,27,0,0,1,18
2688,R Altaff Hussein,1,4,0,0,1,5,0,0,0,4
2689,A Vijayan,1,26,2,1,1,27,0,0,0,26
2690,K Suresh,2,7,0,0,1,15,0,0,0,5
2691,Abhinav Raman,1,1,0,0,0,2,0,0,0,1
2692,Muhamad Makram,2,9,1,0,2,13,0,0,0,8
2693,Mohammad Nazril,1,9,1,0,1,7,0,0,0,9
2694,U Rakshit,1,34,1,1,0,42,0,0,0,34
2695,Jitin Singh,9,143,15,0,9,324,0,0,1,34
2696,AR Patwa,14,341,40,4,14,499,2,0,1,76
2697,AA Jasani,4,14,0,0,4,81,0,0,1,6
2698,K Nassoro,10,233,27,0,8,388,1,0,2,66
2699,Shaheed Dhanani,3,82,6,1,3,133,0,0,0,42
2700,A Cassim,2,8,0,0,2,21,0,0,1,8
2701,RK Kiseto,11,72,4,0,9,194,0,0,2,21
2702,KZ Rehmtullah,9,43,1,2,8,115,0,0,3,14
2703,A Kamania,3,15,1,0,3,57,0,0,1,9
2704,A Dagar,8,133,6,7,5,174,0,0,0,35
2705,N Mapunda,9,75,7,0,7,236,0,0,0,32
2706,GH Smit,2,35,5,0,2,37,0,0,0,22
2707,KN Riaz,3,79,5,0,3,191,0,0,0,39
2708,SO Olayinka,3,88,10,1,3,137,1,0,1,84
2709,AP Adegbola,4,37,3,0,3,66,0,0,1,20
2710,OJ Bejide,8,169,11,2,7,246,1,1,1,106
2711,S Adedeji,2,11,0,1,2,30,0,0,1,11
2712,OA Olympio,8,96,3,7,8,127,1,0,1,57
2713,AS Abioye,3,7,0,0,1,20,0,0,1,6
2714,A Mpeka,1,0,0,0,1,4,0,0,1,0
2715,SW Kalworai,2,12,1,0,2,17,0,0,0,10
2716,KD Kamania,5,132,9,2,3,258,1,0,0,62
2717,Azeez Salako,5,31,2,0,5,91,0,0,1,8
2718,A Hutchinson,1,7,0,0,0,6,0,0,0,7
2719,SS Khadye,7,175,11,0,5,327,0,0,0,36
2720,P Sahu,2,19,1,1,0,13,0,0,0,18
2721,R Sathish,24,270,22,6,16,221,0,0,2,27
2722,J Yadav,7,235,28,0,3,526,3,1,0,104
2723,S Kaushik,1,0,0,0,1,1,0,0,1,0
2724,ER Dwivedi,2,24,2,2,2,13,0,0,0,19
2725,SB Jakati,5,28,3,0,2,28,0,0,0,13
